Calendar Basis,,,
Portfolio, ,Default,
Item, , ,
Frequency,일간,KRW,
Non-Trading Day,Previous,Asc,
Include Weekend,ALL, ,
Term,20100101,Current(20251128),
Symbol,A005930,A005380,A035420
Symbol Name,삼성전자,현대차,NAVER
Kind,SSC,SSC,SSC
Item,S410000700,S410000700,S410000700
Item Name,수정주가(원),수정주가(원),수정주가(원)
Frequency,DAILY,DAILY,DAILY
2018-08-08,"46,800","127,500","150,213"
2018-08-09,"46,900","126,000","156,021"
2018-08-10,"45,400","126,000","154,419"
2018-08-11,"45,400","126,000","154,419"
2018-08-12,"45,400","126,000","154,419"
2018-08-13,"45,050","123,500","151,214"
2018-08-14,"45,150","123,000","151,615"
2018-08-15,"45,150","123,000","151,615"
2018-08-16,"44,250","126,500","150,213"
2018-08-17,"44,100","126,500","151,214"
2018-08-18,"44,100","126,500","151,214"
2018-08-19,"44,100","126,500","151,214"
2018-08-20,"43,850","127,500","151,214"
2018-08-21,"44,800","125,500","149,612"
2018-08-22,"46,100","126,000","149,612"
2018-08-23,"46,200","124,500","154,619"
2018-08-24,"46,150","124,500","151,815"
2018-08-25,"46,150","124,500","151,815"
2018-08-26,"46,150","124,500","151,815"
2018-08-27,"46,300","124,000","154,018"
2018-08-28,"46,550","125,000","151,415"
2018-08-29,"46,800","124,000","149,813"
2018-08-30,"47,650","123,500","149,412"
2018-08-31,"48,450","125,000","150,614"
2018-09-01,"48,450","125,000","150,614"
2018-09-02,"48,450","125,000","150,614"
2018-09-03,"47,450","125,000","151,014"
2018-09-04,"47,650","126,500","151,214"
2018-09-05,"46,600","129,000","147,409"
2018-09-06,"46,100","134,000","146,207"
2018-09-07,"44,900","133,000","146,608"
2018-09-08,"44,900","133,000","146,608"
2018-09-09,"44,900","133,000","146,608"
2018-09-10,"45,500","131,000","145,206"
2018-09-11,"45,050","128,000","145,406"
2018-09-12,"44,550","129,500","146,207"
2018-09-13,"44,050","128,500","144,805"
2018-09-14,"45,850","129,500","146,207"
2018-09-15,"45,850","129,500","146,207"
2018-09-16,"45,850","129,500","146,207"
2018-09-17,"45,150","128,500","145,807"
2018-09-18,"45,500","128,000","145,206"
2018-09-19,"46,150","126,500","146,408"
2018-09-20,"47,250","129,000","146,408"
2018-09-21,"47,400","129,000","145,206"
2018-09-22,"47,400","129,000","145,206"
2018-09-23,"47,400","129,000","145,206"
2018-09-24,"47,400","129,000","145,206"
2018-09-25,"47,400","129,000","145,206"
2018-09-26,"47,400","129,000","145,206"
2018-09-27,"47,500","130,500","142,803"
2018-09-28,"46,450","129,500","143,403"
2018-09-29,"46,450","129,500","143,403"
2018-09-30,"46,450","129,500","143,403"
2018-10-01,"46,350","129,000","142,803"
2018-10-02,"45,700","128,500","137,996"
2018-10-03,"45,700","128,500","137,996"
2018-10-04,"44,700","124,500","139,197"
2018-10-05,"44,700","124,500","141,000"
2018-10-06,"44,700","124,500","141,000"
2018-10-07,"44,700","124,500","141,000"
2018-10-08,"44,950","122,000","141,000"
2018-10-09,"44,950","122,000","141,000"
2018-10-10,"45,300","120,000","141,000"
2018-10-11,"43,100","116,000","141,000"
2018-10-12,"44,000","115,500","142,000"
2018-10-13,"44,000","115,500","142,000"
2018-10-14,"44,000","115,500","142,000"
2018-10-15,"43,800","113,500","136,000"
2018-10-16,"43,600","116,500","133,500"
2018-10-17,"44,150","118,500","130,000"
2018-10-18,"44,050","116,000","125,000"
2018-10-19,"43,900","115,500","127,500"
2018-10-20,"43,900","115,500","127,500"
2018-10-21,"43,900","115,500","127,500"
2018-10-22,"43,550","118,000","129,000"
2018-10-23,"43,050","116,500","125,500"
2018-10-24,"42,550","117,000","127,000"
2018-10-25,"41,000","110,000","119,000"
2018-10-26,"41,000","108,000","113,000"
2018-10-27,"41,000","108,000","113,000"
2018-10-28,"41,000","108,000","113,000"
2018-10-29,"41,400","106,000","109,500"
2018-10-30,"42,350","107,500","110,500"
2018-10-31,"42,400","106,500","114,500"
2018-11-01,"42,150","108,500","111,500"
2018-11-02,"44,150","110,000","116,500"
2018-11-03,"44,150","110,000","116,500"
2018-11-04,"44,150","110,000","116,500"
2018-11-05,"43,800","104,000","113,500"
2018-11-06,"43,750","107,500","117,000"
2018-11-07,"44,000","107,500","115,500"
2018-11-08,"44,050","105,500","116,500"
2018-11-09,"44,300","105,000","115,000"
2018-11-10,"44,300","105,000","115,000"
2018-11-11,"44,300","105,000","115,000"
2018-11-12,"45,200","102,000","115,000"
2018-11-13,"44,500","102,500","116,000"
2018-11-14,"44,100","101,500","115,500"
2018-11-15,"44,250","103,000","112,500"
2018-11-16,"44,000","103,000","112,500"
2018-11-17,"44,000","103,000","112,500"
2018-11-18,"44,000","103,000","112,500"
2018-11-19,"43,650","101,500","111,500"
2018-11-20,"42,800","97,500","108,000"
2018-11-21,"42,100","97,800","106,500"
2018-11-22,"42,450","92,800","109,500"
2018-11-23,"42,400","93,700","114,000"
2018-11-24,"42,400","93,700","114,000"
2018-11-25,"42,400","93,700","114,000"
2018-11-26,"42,600","95,100","124,000"
2018-11-27,"43,050","101,000","125,000"
2018-11-28,"43,150","101,000","129,000"
2018-11-29,"43,150","100,000","130,500"
2018-11-30,"41,850","107,000","126,500"
2018-12-01,"41,850","107,000","126,500"
2018-12-02,"41,850","107,000","126,500"
2018-12-03,"43,250","108,500","126,000"
2018-12-04,"42,150","107,500","123,500"
2018-12-05,"41,450","107,500","125,000"
2018-12-06,"40,500","110,500","120,000"
2018-12-07,"40,950","111,000","121,000"
2018-12-08,"40,950","111,000","121,000"
2018-12-09,"40,950","111,000","121,000"
2018-12-10,"40,200","110,500","119,000"
2018-12-11,"40,250","111,500","123,000"
2018-12-12,"40,450","118,500","124,500"
2018-12-13,"40,000","118,500","124,000"
2018-12-14,"38,950","116,500","123,500"
2018-12-15,"38,950","116,500","123,500"
2018-12-16,"38,950","116,500","123,500"
2018-12-17,"39,150","116,500","122,000"
2018-12-18,"38,900","118,000","122,000"
2018-12-19,"39,100","123,000","127,500"
2018-12-20,"38,650","121,500","127,000"
2018-12-21,"38,650","122,500","121,500"
2018-12-22,"38,650","122,500","121,500"
2018-12-23,"38,650","122,500","121,500"
2018-12-24,"38,800","123,000","123,000"
2018-12-25,"38,800","123,000","123,000"
2018-12-26,"38,350","120,000","119,000"
2018-12-27,"38,250","118,500","122,500"
2018-12-28,"38,700","118,500","122,000"
2018-12-29,"38,700","118,500","122,000"
2018-12-30,"38,700","118,500","122,000"
2018-12-31,"38,700","118,500","122,000"
2019-01-01,"38,700","118,500","122,000"
2019-01-02,"38,750","114,000","118,000"
2019-01-03,"37,600","116,500","122,000"
2019-01-04,"37,450","119,500","125,500"
2019-01-05,"37,450","119,500","125,500"
2019-01-06,"37,450","119,500","125,500"
2019-01-07,"38,750","120,500","131,500"
2019-01-08,"38,100","119,500","130,000"
2019-01-09,"39,600","123,000","133,000"
2019-01-10,"39,800","123,000","131,000"
2019-01-11,"40,500","123,000","131,000"
2019-01-12,"40,500","123,000","131,000"
2019-01-13,"40,500","123,000","131,000"
2019-01-14,"40,050","121,500","127,000"
2019-01-15,"41,100","127,500","132,500"
2019-01-16,"41,450","128,500","132,500"
2019-01-17,"41,950","129,500","136,000"
2019-01-18,"42,300","131,000","137,500"
2019-01-19,"42,300","131,000","137,500"
2019-01-20,"42,300","131,000","137,500"
2019-01-21,"42,750","127,000","131,000"
2019-01-22,"42,150","127,500","130,000"
2019-01-23,"42,000","129,000","132,500"
2019-01-24,"43,050","130,000","129,500"
2019-01-25,"44,750","128,500","130,000"
2019-01-26,"44,750","128,500","130,000"
2019-01-27,"44,750","128,500","130,000"
2019-01-28,"45,050","126,500","132,000"
2019-01-29,"45,500","128,000","136,000"
2019-01-30,"46,400","129,500","136,000"
2019-01-31,"46,150","129,500","136,000"
2019-02-01,"46,350","129,500","133,500"
2019-02-02,"46,350","129,500","133,500"
2019-02-03,"46,350","129,500","133,500"
2019-02-04,"46,350","129,500","133,500"
2019-02-05,"46,350","129,500","133,500"
2019-02-06,"46,350","129,500","133,500"
2019-02-07,"46,200","126,000","129,000"
2019-02-08,"44,800","125,500","126,000"
2019-02-09,"44,800","125,500","126,000"
2019-02-10,"44,800","125,500","126,000"
2019-02-11,"45,000","127,500","125,500"
2019-02-12,"46,050","128,500","123,500"
2019-02-13,"46,200","124,500","125,000"
2019-02-14,"47,500","121,500","127,500"
2019-02-15,"46,050","121,000","127,500"
2019-02-16,"46,050","121,000","127,500"
2019-02-17,"46,050","121,000","127,500"
2019-02-18,"46,200","120,500","127,000"
2019-02-19,"45,950","119,500","126,500"
2019-02-20,"46,900","119,000","127,000"
2019-02-21,"46,950","120,000","129,000"
2019-02-22,"47,150","121,000","127,000"
2019-02-23,"47,150","121,000","127,000"
2019-02-24,"47,150","121,000","127,000"
2019-02-25,"47,350","121,000","126,000"
2019-02-26,"46,750","122,500","131,500"
2019-02-27,"46,750","129,000","129,500"
2019-02-28,"45,100","126,500","133,000"
2019-03-01,"45,100","126,500","133,000"
2019-03-02,"45,100","126,500","133,000"
2019-03-03,"45,100","126,500","133,000"
2019-03-04,"44,850","122,000","138,000"
2019-03-05,"44,250","121,500","135,500"
2019-03-06,"44,000","124,500","137,500"
2019-03-07,"44,450","125,500","138,500"
2019-03-08,"43,800","120,000","133,000"
2019-03-09,"43,800","120,000","133,000"
2019-03-10,"43,800","120,000","133,000"
2019-03-11,"43,650","121,000","133,500"
2019-03-12,"44,650","125,500","130,500"
2019-03-13,"43,850","122,500","130,500"
2019-03-14,"43,850","119,000","131,000"
2019-03-15,"44,200","121,000","130,500"
2019-03-16,"44,200","121,000","130,500"
2019-03-17,"44,200","121,000","130,500"
2019-03-18,"43,700","124,000","132,000"
2019-03-19,"43,900","124,000","130,500"
2019-03-20,"44,050","124,000","128,500"
2019-03-21,"45,850","124,500","128,000"
2019-03-22,"46,550","123,500","127,000"
2019-03-23,"46,550","123,500","127,000"
2019-03-24,"46,550","123,500","127,000"
2019-03-25,"45,500","120,000","126,000"
2019-03-26,"45,250","118,500","126,500"
2019-03-27,"45,350","118,500","123,000"
2019-03-28,"44,850","119,500","122,000"
2019-03-29,"44,650","119,500","124,000"
2019-03-30,"44,650","119,500","124,000"
2019-03-31,"44,650","119,500","124,000"
2019-04-01,"45,050","120,500","124,000"
2019-04-02,"45,750","119,000","124,500"
2019-04-03,"46,600","124,000","122,000"
2019-04-04,"46,950","123,500","122,500"
2019-04-05,"46,850","126,000","123,000"
2019-04-06,"46,850","126,000","123,000"
2019-04-07,"46,850","126,000","123,000"
2019-04-08,"46,650","128,000","121,500"
2019-04-09,"46,650","127,000","121,500"
2019-04-10,"46,700","127,500","122,000"
2019-04-11,"46,250","128,000","121,500"
2019-04-12,"46,850","126,500","119,500"
2019-04-13,"46,850","126,500","119,500"
2019-04-14,"46,850","126,500","119,500"
2019-04-15,"47,050","125,500","119,500"
2019-04-16,"47,250","128,500","119,500"
2019-04-17,"47,050","131,000","119,500"
2019-04-18,"45,600","134,000","118,000"
2019-04-19,"45,300","134,000","118,000"
2019-04-20,"45,300","134,000","118,000"
2019-04-21,"45,300","134,000","118,000"
2019-04-22,"45,350","134,000","118,000"
2019-04-23,"45,200","136,000","120,500"
2019-04-24,"44,750","138,500","121,000"
2019-04-25,"44,650","138,000","120,500"
2019-04-26,"44,850","135,500","118,000"
2019-04-27,"44,850","135,500","118,000"
2019-04-28,"44,850","135,500","118,000"
2019-04-29,"46,150","139,000","120,000"
2019-04-30,"45,850","138,500","119,500"
2019-05-01,"45,850","138,500","119,500"
2019-05-02,"45,900","138,500","122,000"
2019-05-03,"45,300","137,500","124,000"
2019-05-04,"45,300","137,500","124,000"
