Calendar Basis,,,
Portfolio, ,Default,
Item, , ,
Frequency,일간,KRW,
Non-Trading Day,Previous,Asc,
Include Weekend,ALL, ,
Term,20100101,Current(20251128),
Symbol,A005930,A005380,A035420
Symbol Name,삼성전자,현대차,NAVER
Kind,SSC,SSC,SSC
Item,S410000700,S410000700,S410000700
Item Name,수정주가(원),수정주가(원),수정주가(원)
Frequency,DAILY,DAILY,DAILY
2024-05-29,"75,200","261,000","175,300"
2024-05-30,"73,500","257,000","170,400"
2024-05-31,"73,500","253,000","170,200"
2024-06-01,"73,500","253,000","170,200"
2024-06-02,"73,500","253,000","170,200"
2024-06-03,"75,700","265,000","172,700"
2024-06-04,"75,300","259,000","176,800"
2024-06-05,"77,400","264,000","177,100"
2024-06-06,"77,400","264,000","177,100"
2024-06-07,"77,300","265,000","175,400"
2024-06-08,"77,300","265,000","175,400"
2024-06-09,"77,300","265,000","175,400"
2024-06-10,"75,700","267,500","170,700"
2024-06-11,"75,200","271,000","170,200"
2024-06-12,"76,500","270,000","168,400"
2024-06-13,"78,600","269,000","169,900"
2024-06-14,"79,600","268,000","169,900"
2024-06-15,"79,600","268,000","169,900"
2024-06-16,"79,600","268,000","169,900"
2024-06-17,"78,100","278,500","166,100"
2024-06-18,"79,800","283,000","166,800"
2024-06-19,"81,200","286,500","167,900"
2024-06-20,"81,600","285,500","167,200"
2024-06-21,"80,000","280,000","167,600"
2024-06-22,"80,000","280,000","167,600"
2024-06-23,"80,000","280,000","167,600"
2024-06-24,"80,600","281,000","168,900"
2024-06-25,"80,800","288,500","166,400"
2024-06-26,"81,300","289,500","168,400"
2024-06-27,"81,600","298,000","165,400"
2024-06-28,"81,500","295,000","166,900"
2024-06-29,"81,500","295,000","166,900"
2024-06-30,"81,500","295,000","166,900"
2024-07-01,"81,800","286,000","162,900"
2024-07-02,"81,800","272,500","159,900"
2024-07-03,"81,800","276,000","159,800"
2024-07-04,"84,600","277,500","159,800"
2024-07-05,"87,100","281,000","168,100"
2024-07-06,"87,100","281,000","168,100"
2024-07-07,"87,100","281,000","168,100"
2024-07-08,"87,400","283,000","170,500"
2024-07-09,"87,800","274,500","170,700"
2024-07-10,"87,800","274,500","177,500"
2024-07-11,"87,600","278,500","176,100"
2024-07-12,"84,400","271,500","174,800"
2024-07-13,"84,400","271,500","174,800"
2024-07-14,"84,400","271,500","174,800"
2024-07-15,"86,700","268,500","176,300"
2024-07-16,"87,700","274,500","171,600"
2024-07-17,"86,700","268,500","173,400"
2024-07-18,"86,900","260,500","174,900"
2024-07-19,"84,400","258,500","172,200"
2024-07-20,"84,400","258,500","172,200"
2024-07-21,"84,400","258,500","172,200"
2024-07-22,"83,000","255,000","172,700"
2024-07-23,"83,900","263,500","170,600"
2024-07-24,"82,000","258,500","171,700"
2024-07-25,"80,400","251,500","178,000"
2024-07-26,"80,900","243,500","174,800"
2024-07-27,"80,900","243,500","174,800"
2024-07-28,"80,900","243,500","174,800"
2024-07-29,"81,200","255,500","175,000"
2024-07-30,"81,000","250,000","173,300"
2024-07-31,"83,900","249,000","174,000"
2024-08-01,"83,100","253,500","175,000"
2024-08-02,"79,600","244,000","171,400"
2024-08-03,"79,600","244,000","171,400"
2024-08-04,"79,600","244,000","171,400"
2024-08-05,"71,400","224,000","156,100"
2024-08-06,"72,500","235,000","158,400"
2024-08-07,"74,700","236,000","162,700"
2024-08-08,"73,400","236,500","162,700"
2024-08-09,"74,700","243,000","163,700"
2024-08-10,"74,700","243,000","163,700"
2024-08-11,"74,700","243,000","163,700"
2024-08-12,"75,500","243,500","160,300"
2024-08-13,"76,100","243,000","156,400"
2024-08-14,"77,200","241,000","157,300"
2024-08-15,"77,200","241,000","157,300"
2024-08-16,"80,200","255,000","157,500"
2024-08-17,"80,200","255,000","157,500"
2024-08-18,"80,200","255,000","157,500"
2024-08-19,"78,300","255,000","156,600"
2024-08-20,"78,900","256,000","156,600"
2024-08-21,"78,300","252,500","156,400"
2024-08-22,"78,300","248,000","164,700"
2024-08-23,"77,700","252,500","164,900"
2024-08-24,"77,700","252,500","164,900"
2024-08-25,"77,700","252,500","164,900"
2024-08-26,"76,100","249,500","170,700"
2024-08-27,"75,800","247,500","167,900"
2024-08-28,"76,400","259,000","163,800"
2024-08-29,"74,000","258,500","164,900"
2024-08-30,"74,300","255,500","169,100"
2024-08-31,"74,300","255,500","169,100"
2024-09-01,"74,300","255,500","169,100"
2024-09-02,"74,400","246,000","166,600"
2024-09-03,"72,500","237,500","165,300"
2024-09-04,"70,000","232,500","157,500"
2024-09-05,"69,000","229,000","159,800"
2024-09-06,"68,900","227,500","157,200"
2024-09-07,"68,900","227,500","157,200"
2024-09-08,"68,900","227,500","157,200"
2024-09-09,"67,500","229,500","155,000"
2024-09-10,"66,200","231,000","159,000"
2024-09-11,"64,900","223,500","156,400"
2024-09-12,"66,300","232,000","160,000"
2024-09-13,"64,400","237,000","160,100"
2024-09-14,"64,400","237,000","160,100"
2024-09-15,"64,400","237,000","160,100"
2024-09-16,"64,400","237,000","160,100"
2024-09-17,"64,400","237,000","160,100"
2024-09-18,"64,400","237,000","160,100"
2024-09-19,"63,100","246,000","160,600"
2024-09-20,"63,000","250,500","159,900"
2024-09-21,"63,000","250,500","159,900"
2024-09-22,"63,000","250,500","159,900"
2024-09-23,"62,600","249,000","166,700"
2024-09-24,"63,200","253,000","168,000"
2024-09-25,"62,200","251,500","166,200"
2024-09-26,"64,700","259,000","170,900"
2024-09-27,"64,200","254,500","170,400"
2024-09-28,"64,200","254,500","170,400"
2024-09-29,"64,200","254,500","170,400"
2024-09-30,"61,500","244,000","169,400"
2024-10-01,"61,500","244,000","169,400"
2024-10-02,"61,300","237,000","168,200"
2024-10-03,"61,300","237,000","168,200"
2024-10-04,"60,600","239,500","170,700"
2024-10-05,"60,600","239,500","170,700"
2024-10-06,"60,600","239,500","170,700"
2024-10-07,"61,000","247,000","166,100"
2024-10-08,"60,300","246,000","166,200"
2024-10-09,"60,300","246,000","166,200"
2024-10-10,"58,900","246,000","172,400"
2024-10-11,"59,300","248,500","173,300"
2024-10-12,"59,300","248,500","173,300"
2024-10-13,"59,300","248,500","173,300"
2024-10-14,"60,800","248,500","171,400"
2024-10-15,"61,000","246,000","175,200"
2024-10-16,"59,500","247,000","177,000"
2024-10-17,"59,700","235,500","175,000"
2024-10-18,"59,200","234,500","176,800"
2024-10-19,"59,200","234,500","176,800"
2024-10-20,"59,200","234,500","176,800"
2024-10-21,"59,000","237,000","176,800"
2024-10-22,"57,700","234,500","171,200"
2024-10-23,"59,100","241,000","172,500"
2024-10-24,"56,600","228,500","172,100"
2024-10-25,"55,900","225,500","167,800"
2024-10-26,"55,900","225,500","167,800"
2024-10-27,"55,900","225,500","167,800"
2024-10-28,"58,100","226,500","170,400"
2024-10-29,"59,600","224,000","169,200"
2024-10-30,"59,100","220,500","174,400"
2024-10-31,"59,200","215,000","170,000"
2024-11-01,"58,300","213,500","169,700"
2024-11-02,"58,300","213,500","169,700"
2024-11-03,"58,300","213,500","169,700"
2024-11-04,"58,700","216,500","175,700"
2024-11-05,"57,600","215,000","176,500"
2024-11-06,"57,300","206,500","176,300"
2024-11-07,"57,500","207,500","179,700"
2024-11-08,"57,000","203,500","174,600"
2024-11-09,"57,000","203,500","174,600"
2024-11-10,"57,000","203,500","174,600"
2024-11-11,"55,000","211,000","176,000"
2024-11-12,"53,000","207,000","181,400"
2024-11-13,"50,600","199,900","182,200"
2024-11-14,"49,900","201,500","188,500"
2024-11-15,"53,500","206,000","190,000"
2024-11-16,"53,500","206,000","190,000"
2024-11-17,"53,500","206,000","190,000"
2024-11-18,"56,700","217,000","190,800"
2024-11-19,"56,300","215,500","193,000"
2024-11-20,"55,300","218,500","193,100"
2024-11-21,"56,400","215,500","189,700"
2024-11-22,"56,000","217,000","190,000"
2024-11-23,"56,000","217,000","190,000"
2024-11-24,"56,000","217,000","190,000"
2024-11-25,"57,900","219,000","193,200"
2024-11-26,"58,300","223,500","195,600"
2024-11-27,"56,300","221,000","203,000"
2024-11-28,"55,500","219,000","204,500"
2024-11-29,"54,200","218,500","206,500"
2024-11-30,"54,200","218,500","206,500"
2024-12-01,"54,200","218,500","206,500"
2024-12-02,"53,600","216,000","203,500"
2024-12-03,"53,600","214,500","209,000"
2024-12-04,"53,100","209,000","202,500"
2024-12-05,"53,700","204,500","204,000"
2024-12-06,"54,100","203,500","204,500"
2024-12-07,"54,100","203,500","204,500"
2024-12-08,"54,100","203,500","204,500"
2024-12-09,"53,400","201,000","201,500"
2024-12-10,"54,000","210,500","209,000"
2024-12-11,"54,000","209,000","218,000"
2024-12-12,"55,900","211,500","208,000"
2024-12-13,"56,100","215,000","210,000"
2024-12-14,"56,100","215,000","210,000"
2024-12-15,"56,100","215,000","210,000"
2024-12-16,"55,600","211,000","214,000"
2024-12-17,"54,200","206,500","209,500"
2024-12-18,"54,900","216,500","212,500"
2024-12-19,"53,100","212,000","209,500"
2024-12-20,"53,000","210,500","210,000"
2024-12-21,"53,000","210,500","210,000"
2024-12-22,"53,000","210,500","210,000"
2024-12-23,"53,500","215,000","201,000"
2024-12-24,"54,400","216,500","202,500"
2024-12-25,"54,400","216,500","202,500"
2024-12-26,"53,600","217,500","199,900"
2024-12-27,"53,700","215,000","197,700"
2024-12-28,"53,700","215,000","197,700"
2024-12-29,"53,700","215,000","197,700"
2024-12-30,"53,200","212,000","198,900"
2024-12-31,"53,200","212,000","198,900"
2025-01-01,"53,200","212,000","198,900"
2025-01-02,"53,400","211,500","193,800"
2025-01-03,"54,400","213,000","200,500"
2025-01-04,"54,400","213,000","200,500"
2025-01-05,"54,400","213,000","200,500"
2025-01-06,"55,900","211,500","208,500"
2025-01-07,"55,400","211,000","208,000"
2025-01-08,"57,300","213,500","207,000"
2025-01-09,"56,100","213,000","202,500"
2025-01-10,"55,300","226,000","202,000"
2025-01-11,"55,300","226,000","202,000"
2025-01-12,"55,300","226,000","202,000"
2025-01-13,"54,100","220,000","204,000"
2025-01-14,"53,900","222,000","202,000"
2025-01-15,"53,700","220,500","206,500"
2025-01-16,"54,300","219,000","206,500"
2025-01-17,"53,700","211,500","209,000"
2025-01-18,"53,700","211,500","209,000"
2025-01-19,"53,700","211,500","209,000"
2025-01-20,"53,400","208,500","205,000"
2025-01-21,"53,500","206,500","204,500"
2025-01-22,"54,300","208,500","204,000"
2025-01-23,"53,700","209,000","204,500"
2025-01-24,"53,700","205,000","204,000"
2025-01-25,"53,700","205,000","204,000"
2025-01-26,"53,700","205,000","204,000"
2025-01-27,"53,700","205,000","204,000"
2025-01-28,"53,700","205,000","204,000"
2025-01-29,"53,700","205,000","204,000"
2025-01-30,"53,700","205,000","204,000"
2025-01-31,"52,400","206,000","216,500"
2025-02-01,"52,400","206,000","216,500"
2025-02-02,"52,400","206,000","216,500"
2025-02-03,"51,000","202,000","217,000"
2025-02-04,"52,700","201,000","218,500"
2025-02-05,"52,900","204,500","229,000"
2025-02-06,"54,000","203,500","232,000"
2025-02-07,"53,700","200,500","225,500"
2025-02-08,"53,700","200,500","225,500"
2025-02-09,"53,700","200,500","225,500"
2025-02-10,"55,600","199,400","227,500"
2025-02-11,"55,700","199,400","228,500"
2025-02-12,"55,800","198,100","225,000"
2025-02-13,"55,800","208,500","220,000"
2025-02-14,"56,000","206,000","221,000"
2025-02-15,"56,000","206,000","221,000"
2025-02-16,"56,000","206,000","221,000"
2025-02-17,"56,000","199,800","221,000"
2025-02-18,"56,900","200,500","222,500"
2025-02-19,"58,700","204,000","222,000"
2025-02-20,"58,400","203,000","221,500"
2025-02-21,"58,200","206,000","226,500"
2025-02-22,"58,200","206,000","226,500"
2025-02-23,"58,200","206,000","226,500"
2025-02-24,"57,300","207,000","228,000"
2025-02-25,"57,200","202,500","228,500"
2025-02-26,"56,600","205,000","231,500"
2025-02-27,"56,300","200,500","219,000"
2025-02-28,"54,500","193,000","207,000"
2025-03-01,"54,500","193,000","207,000"
2025-03-02,"54,500","193,000","207,000"
2025-03-03,"54,500","193,000","207,000"
2025-03-04,"54,500","190,300","205,500"
2025-03-05,"54,000","194,700","207,500"
2025-03-06,"54,300","197,600","219,000"
2025-03-07,"53,700","196,600","213,000"
2025-03-08,"53,700","196,600","213,000"
2025-03-09,"53,700","196,600","213,000"
2025-03-10,"53,700","197,400","215,000"
2025-03-11,"53,600","195,600","212,500"
2025-03-12,"54,900","198,200","214,000"
2025-03-13,"54,700","201,000","216,000"
2025-03-14,"54,700","198,500","208,000"
2025-03-15,"54,700","198,500","208,000"
2025-03-16,"54,700","198,500","208,000"
2025-03-17,"57,600","199,000","211,000"
2025-03-18,"57,600","200,500","209,000"
2025-03-19,"58,500","204,000","208,000"
2025-03-20,"60,200","202,500","208,000"
2025-03-21,"61,700","205,000","209,500"
2025-03-22,"61,700","205,000","209,500"
2025-03-23,"61,700","205,000","209,500"
2025-03-24,"60,500","213,000","207,000"
2025-03-25,"59,800","220,000","207,500"
2025-03-26,"61,400","222,000","204,000"
2025-03-27,"61,800","212,500","197,800"
2025-03-28,"60,200","205,000","194,700"
2025-03-29,"60,200","205,000","194,700"
2025-03-30,"60,200","205,000","194,700"
2025-03-31,"57,800","197,200","191,000"
2025-04-01,"58,800","198,600","196,700"
2025-04-02,"58,800","196,300","195,600"
2025-04-03,"57,600","193,800","198,600"
2025-04-04,"56,100","191,800","197,800"
2025-04-05,"56,100","191,800","197,800"
2025-04-06,"56,100","191,800","197,800"
2025-04-07,"53,200","179,100","191,800"
2025-04-08,"53,500","179,200","179,600"
2025-04-09,"53,000","178,000","176,900"
2025-04-10,"56,400","187,000","183,900"
2025-04-11,"55,200","177,500","183,000"
2025-04-12,"55,200","177,500","183,000"
2025-04-13,"55,200","177,500","183,000"
2025-04-14,"56,200","179,300","182,700"
2025-04-15,"56,600","187,000","183,900"
2025-04-16,"54,700","181,700","184,400"
2025-04-17,"55,100","181,700","183,600"
2025-04-18,"55,300","187,200","187,500"
2025-04-19,"55,300","187,200","187,500"
2025-04-20,"55,300","187,200","187,500"
2025-04-21,"55,400","187,300","187,500"
2025-04-22,"55,000","185,600","193,700"
2025-04-23,"55,700","190,000","192,900"
2025-04-24,"55,700","188,900","191,500"
2025-04-25,"55,700","188,800","193,500"
2025-04-26,"55,700","188,800","193,500"
2025-04-27,"55,700","188,800","193,500"
2025-04-28,"55,800","189,000","195,500"
2025-04-29,"55,800","192,800","196,500"
2025-04-30,"55,500","190,600","200,500"
2025-05-01,"55,500","190,600","200,500"
2025-05-02,"54,300","189,400","197,400"
2025-05-03,"54,300","189,400","197,400"
2025-05-04,"54,300","189,400","197,400"
2025-05-05,"54,300","189,400","197,400"
2025-05-06,"54,300","189,400","197,400"
2025-05-07,"54,600","187,600","199,100"
2025-05-08,"54,600","187,100","188,700"
2025-05-09,"54,800","189,900","191,000"
2025-05-10,"54,800","189,900","191,000"
2025-05-11,"54,800","189,900","191,000"
2025-05-12,"57,600","195,800","190,200"
2025-05-13,"56,900","196,700","188,200"
2025-05-14,"57,400","197,100","191,200"
2025-05-15,"57,300","192,900","189,200"
2025-05-16,"56,800","193,800","187,800"
2025-05-17,"56,800","193,800","187,800"
2025-05-18,"56,800","193,800","187,800"
2025-05-19,"55,800","191,000","185,400"
2025-05-20,"55,900","189,500","185,000"
2025-05-21,"55,700","188,000","184,800"
2025-05-22,"54,700","182,400","183,200"
2025-05-23,"54,200","179,900","183,100"
2025-05-24,"54,200","179,900","183,100"
2025-05-25,"54,200","179,900","183,100"
2025-05-26,"54,700","181,900","188,000"
2025-05-27,"53,900","181,900","183,800"
2025-05-28,"55,900","185,900","187,700"
2025-05-29,"56,100","191,000","189,300"
2025-05-30,"56,200","185,300","187,500"
2025-05-31,"56,200","185,300","187,500"
2025-06-01,"56,200","185,300","187,500"
2025-06-02,"56,800","184,000","186,500"
2025-06-03,"56,800","184,000","186,500"
2025-06-04,"57,800","186,000","185,500"
2025-06-05,"59,100","189,600","191,200"
2025-06-06,"59,100","189,600","191,200"
2025-06-07,"59,100","189,600","191,200"
2025-06-08,"59,100","189,600","191,200"
2025-06-09,"59,800","197,800","198,500"
2025-06-10,"59,200","197,000","200,000"
2025-06-11,"59,900","201,000","201,000"
2025-06-12,"59,500","201,500","198,900"
2025-06-13,"58,300","199,000","200,500"
2025-06-14,"58,300","199,000","200,500"
2025-06-15,"58,300","199,000","200,500"
2025-06-16,"57,200","201,500","209,500"
2025-06-17,"58,100","205,000","206,500"
2025-06-18,"59,800","206,000","243,500"
2025-06-19,"59,200","207,000","252,000"
2025-06-20,"59,500","210,000","269,500"
2025-06-21,"59,500","210,000","269,500"
2025-06-22,"59,500","210,000","269,500"
2025-06-23,"58,000","201,500","290,000"
2025-06-24,"60,500","206,000","290,500"
2025-06-25,"61,300","217,000","283,500"
2025-06-26,"60,200","209,500","261,000"
2025-06-27,"60,800","205,000","257,500"
2025-06-28,"60,800","205,000","257,500"
2025-06-29,"60,800","205,000","257,500"
2025-06-30,"59,800","203,500","262,500"
2025-07-01,"60,200","210,000","262,000"
2025-07-02,"60,800","213,500","252,000"
2025-07-03,"63,800","214,500","253,000"
2025-07-04,"63,300","210,500","249,000"
2025-07-05,"63,300","210,500","249,000"
2025-07-06,"63,300","210,500","249,000"
2025-07-07,"61,700","208,500","256,000"
2025-07-08,"61,400","211,000","258,000"
2025-07-09,"60,400","209,500","254,000"
2025-07-10,"61,000","208,000","259,500"
2025-07-11,"62,600","208,000","253,000"
2025-07-12,"62,600","208,000","253,000"
2025-07-13,"62,600","208,000","253,000"
2025-07-14,"62,500","217,000","249,000"
2025-07-15,"63,700","211,000","249,500"
2025-07-16,"64,700","207,500","250,000"
2025-07-17,"66,700","210,000","243,500"
2025-07-18,"67,100","210,500","242,000"
2025-07-19,"67,100","210,500","242,000"
2025-07-20,"67,100","210,500","242,000"
2025-07-21,"67,800","209,000","240,000"
2025-07-22,"66,000","206,500","235,000"
2025-07-23,"66,400","222,000","231,500"
2025-07-24,"66,000","217,500","227,000"
2025-07-25,"65,900","216,500","234,500"
2025-07-26,"65,900","216,500","234,500"
2025-07-27,"65,900","216,500","234,500"
2025-07-28,"70,400","218,500","235,500"
2025-07-29,"70,600","218,000","233,000"
2025-07-30,"72,600","223,000","234,000"
2025-07-31,"71,400","213,000","235,000"
2025-08-01,"68,900","210,000","225,000"
2025-08-02,"68,900","210,000","225,000"
2025-08-03,"68,900","210,000","225,000"
2025-08-04,"69,700","211,000","232,500"
2025-08-05,"69,900","210,500","232,000"
2025-08-06,"68,800","210,500","228,500"
2025-08-07,"70,500","212,500","235,500"
2025-08-08,"71,800","212,500","229,500"
2025-08-09,"71,800","212,500","229,500"
2025-08-10,"71,800","212,500","229,500"
2025-08-11,"71,000","212,500","223,000"
2025-08-12,"71,100","213,000","223,000"
2025-08-13,"71,900","216,000","225,000"
